N,P,K,temperature,humidity,ph,rainfall,label
96.8,35.5,40.7,20.0,79.4,5.49,1414.0,tea
69.4,15.7,33.8,20.4,81.7,5.39,2349.1,tea
76.9,22.1,26.7,17.4,80.8,5.13,2029.2,tea
48.9,18.4,27.7,23.0,80.6,5.44,1846.6,tea
60.5,19.8,22.3,21.3,84.9,5.24,1989.1,tea
73.0,13.3,36.8,23.4,83.1,5.46,1858.5,tea
70.7,17.9,58.0,18.9,80.6,5.5,1441.8,tea
30.5,16.8,13.0,23.8,74.9,5.21,1667.6,tea
57.2,35.6,35.7,19.4,77.8,5.68,1734.4,tea
50.6,19.9,30.7,20.9,83.4,5.06,1746.4,tea
67.9,18.3,31.8,18.9,82.7,5.12,2053.0,tea
65.4,18.3,20.8,24.8,79.7,5.68,1872.4,tea
71.0,15.1,27.2,28.0,78.2,5.26,1689.5,tea
89.5,18.2,32.2,17.7,82.1,5.2,1816.9,tea
46.6,25.7,21.6,25.2,86.6,5.31,2068.6,tea
49.7,27.6,35.3,21.8,81.7,5.23,2117.3,tea
32.8,16.8,33.8,17.9,79.3,5.0,1629.2,tea
64.7,34.9,10.0,21.8,77.7,5.32,1753.6,tea
46.6,21.9,17.2,16.6,81.2,5.43,2053.3,tea
49.3,16.0,41.1,14.9,83.5,5.22,1880.2,tea
71.0,20.8,23.5,21.7,76.4,5.08,1876.3,tea
49.8,24.4,49.4,28.6,79.6,5.22,1865.1,tea
37.4,21.3,20.4,22.7,78.9,5.27,1504.3,tea
58.7,22.4,27.8,20.4,81.7,5.03,1865.2,tea
85.9,32.5,14.3,19.2,81.2,4.99,1839.7,tea
61.4,14.0,40.3,25.6,78.7,5.29,2178.2,tea
55.6,34.1,34.0,16.2,83.9,4.93,1912.7,tea
64.0,29.8,34.4,23.9,77.6,5.21,1701.1,tea
71.4,33.0,49.7,24.3,77.4,5.0,1875.1,tea
46.9,25.5,29.0,28.4,80.9,5.17,2060.7,tea
68.0,26.1,25.5,26.9,79.4,5.08,1977.0,tea
52.7,47.7,31.6,19.6,79.0,5.19,1969.0,tea
85.4,43.3,27.6,19.2,75.9,5.2,1292.5,tea
51.6,19.7,37.1,22.5,81.1,5.2,1814.2,tea
54.3,30.4,43.5,25.2,81.8,5.28,1752.7,tea
48.1,26.4,30.1,19.2,83.7,5.24,1780.1,tea
62.5,37.1,37.2,24.5,80.0,5.24,1840.5,tea
37.8,26.2,24.3,18.5,80.9,5.32,1911.0,tea
73.2,33.2,27.5,17.3,79.3,5.2,2112.0,tea
60.7,32.8,28.3,21.6,77.6,5.49,1631.1,tea
53.0,30.0,39.9,22.7,82.2,5.24,1472.2,tea
31.2,21.6,34.5,20.4,84.2,5.21,1590.8,tea
40.8,14.6,33.6,21.3,79.1,5.17,1822.0,tea
58.0,30.1,34.9,25.0,83.5,5.46,1790.2,tea
51.7,41.1,40.3,20.1,80.3,5.38,1382.5,tea
69.8,23.0,24.3,17.3,77.9,5.18,1807.8,tea
80.6,24.3,26.4,21.8,81.9,5.37,2014.6,tea
72.5,5.0,39.4,21.1,77.9,5.39,1674.6,tea
57.5,40.3,14.5,20.3,79.2,5.01,1713.0,tea
74.7,30.4,40.4,23.3,81.5,5.54,2061.2,tea
40.0,39.7,24.5,24.3,81.6,5.2,1774.4,tea
66.0,28.2,26.2,24.6,77.8,5.1,1965.9,tea
77.0,10.2,31.6,17.0,72.7,5.32,2024.0,tea
56.7,23.7,10.5,20.4,82.4,5.0,1892.2,tea
73.3,20.2,21.2,23.1,81.7,5.27,2202.9,tea
37.4,16.7,21.5,23.0,80.8,5.09,1899.6,tea
56.1,17.8,14.2,15.7,76.8,5.0,1953.0,tea
81.8,19.3,35.3,17.3,79.2,4.97,1966.0,tea
93.7,18.9,38.3,21.2,80.1,4.99,1871.2,tea
66.8,31.5,17.5,19.3,83.4,5.54,1610.5,tea
25.8,23.6,44.8,23.4,81.1,5.56,1990.6,tea
44.1,43.1,18.5,18.3,78.8,5.27,1990.7,tea
36.4,19.9,10.0,21.1,82.7,5.26,1793.8,tea
76.5,19.5,41.0,21.7,79.5,5.31,2235.9,tea
48.4,34.1,33.2,26.9,82.8,4.97,1465.5,tea
55.4,28.7,34.9,20.2,79.2,5.46,2334.0,tea
53.1,29.7,35.2,21.7,80.7,5.14,1542.6,tea
48.0,18.7,29.9,19.4,80.1,5.09,1897.1,tea
58.5,27.6,44.7,20.6,77.8,5.22,1895.3,tea
73.8,24.6,17.4,24.5,76.0,5.15,1833.9,tea
66.2,30.5,17.6,20.9,83.2,5.14,1748.0,tea
39.4,16.9,39.4,19.4,80.3,5.14,1757.5,tea
70.5,30.9,36.8,27.4,82.7,5.32,1916.2,tea
64.7,17.7,41.9,22.5,79.0,5.35,1880.9,tea
53.4,10.5,11.5,24.3,82.9,5.39,1891.9,tea
61.0,32.3,21.9,25.1,79.1,5.13,1843.9,tea
32.8,39.4,39.0,21.8,84.5,4.83,2425.9,tea
71.0,24.2,38.6,21.6,79.2,5.13,1964.5,tea
82.1,13.7,43.3,19.9,80.8,5.0,2004.5,tea
60.1,14.7,35.8,22.8,78.8,5.18,1988.8,tea
64.9,19.5,33.3,20.5,84.7,5.3,1390.7,tea
40.7,18.0,51.0,23.6,81.5,5.05,1535.0,tea
44.6,17.7,48.8,23.7,84.3,5.08,1846.2,tea
43.0,23.6,20.1,24.0,78.3,5.3,1673.3,tea
69.0,30.4,27.7,21.3,84.4,4.96,2026.7,tea
48.5,11.7,33.2,19.8,75.4,5.4,1721.4,tea
55.5,21.9,27.1,22.4,84.5,5.26,2033.5,tea
86.1,36.1,11.4,19.4,78.2,5.06,1756.0,tea
32.3,24.6,26.3,22.4,80.4,4.98,1835.9,tea
45.3,17.9,31.5,19.9,81.5,5.42,1805.2,tea
27.1,43.5,32.8,25.0,80.4,4.99,1803.7,tea
45.8,19.3,31.4,18.6,83.6,5.07,1385.8,tea
52.6,25.1,15.0,23.3,77.4,5.68,1785.1,tea
54.3,40.2,23.6,23.1,77.8,4.9,2086.5,tea
31.9,19.2,33.8,28.7,75.4,5.15,1728.5,tea
62.2,23.8,29.8,20.2,78.7,4.97,2088.6,tea
31.3,12.6,29.7,17.9,83.5,5.0,1908.0,tea
98.8,10.1,12.9,16.9,80.9,5.32,1920.7,tea
39.6,32.8,28.3,25.1,82.9,4.87,1965.4,tea
44.4,48.9,14.3,32.8,82.1,7.4,1673.6,coconut
56.7,28.3,28.9,29.8,79.8,6.91,1885.2,coconut
33.6,14.5,35.0,30.2,81.6,6.11,1619.6,coconut
50.6,36.8,49.4,31.6,82.3,7.08,1604.5,coconut
49.1,28.3,36.7,31.5,83.8,6.78,1916.0,coconut
42.3,31.2,27.5,31.7,83.0,6.33,1792.5,coconut
78.3,24.5,37.2,30.2,85.3,6.9,2037.4,coconut
54.3,32.6,16.6,31.0,82.0,6.51,1665.5,coconut
50.7,18.4,35.2,28.9,77.2,7.28,1823.6,coconut
76.3,8.3,33.2,30.8,81.4,6.57,1576.2,coconut
88.2,42.8,37.0,33.2,83.9,6.83,1600.6,coconut
64.0,50.4,33.4,32.4,80.8,6.34,1863.2,coconut
89.7,46.3,10.4,29.6,79.9,6.81,1705.0,coconut
67.2,32.6,21.2,31.1,81.5,5.88,1747.3,coconut
48.5,35.2,35.8,29.8,85.8,6.5,1691.8,coconut
49.6,24.0,39.3,28.3,81.8,6.56,1707.5,coconut
60.9,54.1,35.4,28.5,83.2,6.84,2036.9,coconut
54.3,40.2,30.0,32.7,84.6,6.35,1905.1,coconut
31.3,52.7,50.4,31.8,82.5,6.82,1612.6,coconut
72.4,63.3,26.0,29.8,82.9,6.29,2021.3,coconut
87.2,62.3,23.4,29.6,82.2,6.66,1340.3,coconut
46.9,38.6,38.4,32.1,82.6,6.55,1539.0,coconut
64.1,22.9,29.1,32.5,82.3,5.96,1723.4,coconut
40.1,43.5,35.6,30.4,80.9,6.36,1576.0,coconut
60.8,43.3,38.0,30.8,82.1,7.0,1782.4,coconut
57.0,32.2,14.3,31.0,81.3,7.2,2005.4,coconut
52.7,52.9,34.5,32.2,82.8,6.69,1683.0,coconut
70.5,37.0,32.1,29.9,84.0,6.52,1503.6,coconut
29.3,56.2,39.9,32.1,85.7,6.73,1474.8,coconut
95.2,46.3,40.8,30.7,81.3,6.55,2005.9,coconut
77.8,58.0,42.9,32.1,83.1,6.67,1495.9,coconut
44.2,31.6,29.4,30.4,83.4,6.57,1486.5,coconut
64.1,28.3,23.0,31.3,82.5,6.57,1648.1,coconut
77.8,53.8,33.0,32.8,83.4,6.17,1702.5,coconut
38.5,32.8,34.0,30.2,86.8,6.46,1486.7,coconut
58.8,22.6,21.0,29.3,79.8,7.11,1641.8,coconut
50.4,22.8,20.8,30.1,80.8,6.47,1754.2,coconut
73.0,38.2,10.0,30.0,79.8,6.39,1526.5,coconut
55.4,37.7,18.6,32.3,85.2,6.88,1622.9,coconut
89.6,41.0,14.8,31.9,81.1,6.39,2046.4,coconut
65.1,30.0,10.8,29.2,83.4,6.23,2062.4,coconut
45.0,37.5,31.3,30.5,79.6,6.16,1748.4,coconut
63.4,29.8,33.1,29.1,81.6,5.99,1643.3,coconut
67.2,43.7,27.2,29.2,82.3,6.94,1859.6,coconut
30.9,11.7,38.0,32.3,80.1,7.56,1540.4,coconut
61.0,25.9,20.9,28.8,84.8,7.07,1885.0,coconut
58.6,32.5,25.6,32.7,84.0,6.04,1407.9,coconut
63.9,38.5,16.3,32.8,84.5,6.35,1651.2,coconut
32.2,30.1,34.3,29.2,81.8,6.84,1701.8,coconut
45.0,51.6,24.0,30.7,83.2,6.9,1483.3,coconut
71.6,34.2,33.6,30.5,84.4,6.54,1652.3,coconut
59.2,41.1,52.9,29.6,81.9,7.04,1933.5,coconut
71.8,36.0,27.9,32.0,80.2,6.34,1785.7,coconut
78.6,45.4,18.3,29.6,82.7,6.85,1824.3,coconut
60.4,19.3,17.3,29.0,82.7,7.21,1884.0,coconut
57.1,23.7,16.0,30.0,84.7,6.41,2069.2,coconut
66.5,42.5,32.2,32.5,82.0,7.25,1922.5,coconut
43.2,53.1,12.0,29.6,84.3,6.68,1923.1,coconut
80.8,53.6,40.7,30.0,81.7,6.25,1856.4,coconut
58.7,72.5,28.7,31.4,85.8,7.1,1756.4,coconut
65.7,39.9,10.0,31.5,83.2,6.51,2004.9,coconut
65.7,48.2,28.7,32.3,80.3,7.02,1635.9,coconut
63.6,60.7,10.0,31.3,80.9,6.84,1694.9,coconut
46.7,34.6,35.9,32.6,81.6,6.8,1678.9,coconut
41.9,49.1,51.2,30.3,81.2,6.72,1620.6,coconut
64.7,42.7,47.7,31.0,83.0,6.27,1829.8,coconut
42.2,43.7,37.6,31.3,83.3,6.42,1977.7,coconut
42.7,39.2,30.8,30.9,85.1,6.45,1633.9,coconut
44.3,35.4,23.2,30.0,79.3,6.75,1733.2,coconut
86.9,50.0,35.6,32.9,80.9,7.33,1694.4,coconut
62.1,34.4,14.8,29.8,83.2,6.38,1949.3,coconut
66.8,46.4,20.1,32.8,86.5,6.53,1417.5,coconut
41.9,42.4,12.9,30.7,81.4,6.96,1731.4,coconut
57.5,37.1,46.8,31.3,86.1,6.38,1781.1,coconut
60.2,53.2,44.5,30.2,81.9,6.55,1791.3,coconut
77.8,25.0,35.1,29.1,84.9,6.72,1893.2,coconut
53.7,33.1,11.2,32.7,80.1,7.0,1634.5,coconut
77.8,44.1,13.6,30.3,79.1,6.4,1621.9,coconut
48.1,45.0,35.9,31.5,82.7,6.59,1883.2,coconut
85.1,17.3,26.0,31.4,82.1,6.14,2070.0,coconut
76.0,38.4,42.2,29.8,82.2,6.27,1731.3,coconut
86.2,36.4,10.0,29.4,80.4,6.78,1552.1,coconut
72.2,15.4,41.2,31.6,80.6,6.8,1871.9,coconut
50.1,53.9,32.5,32.6,83.7,7.29,1693.5,coconut
74.5,13.8,31.5,29.5,83.9,6.14,1416.2,coconut
53.5,37.9,40.5,30.6,82.9,6.81,2057.4,coconut
82.5,55.5,27.2,31.0,84.6,7.19,1581.5,coconut
86.6,20.2,30.2,29.7,80.0,6.57,1532.5,coconut
63.4,47.5,40.7,30.6,82.0,7.05,1534.5,coconut
60.9,41.5,43.2,31.5,82.7,6.22,1682.5,coconut
38.0,34.0,22.9,30.6,79.7,6.83,1690.5,coconut
50.4,29.6,13.2,32.2,83.8,6.93,1839.5,coconut
74.0,41.5,30.8,31.2,83.3,7.01,1606.5,coconut
57.3,30.6,26.2,31.0,81.4,6.63,2139.6,coconut
76.4,38.1,26.9,31.0,85.6,6.85,1532.8,coconut
68.2,60.4,54.0,30.7,84.9,7.09,1622.3,coconut
66.4,41.3,27.7,33.5,78.0,6.86,1664.0,coconut
62.3,43.4,18.1,32.8,85.4,7.21,1466.5,coconut
35.9,37.1,30.8,32.3,83.9,6.17,1983.1,coconut
67.1,50.4,25.8,32.4,84.5,7.0,1705.9,coconut
72.9,15.6,31.8,29.5,80.9,7.02,1645.7,coconut
39.5,16.8,14.2,28.6,84.1,6.0,1551.3,coconut
60.1,49.0,39.3,29.1,79.3,6.51,1739.7,coconut
65.2,35.8,18.1,29.2,79.9,6.88,1507.3,coconut
76.1,22.2,26.0,31.2,84.9,6.08,2001.0,coconut
43.8,42.1,16.8,30.3,80.6,6.64,1798.8,coconut
26.1,42.1,21.7,30.5,82.0,6.9,1750.7,coconut
78.5,41.9,17.1,31.8,84.5,6.52,1755.6,coconut
69.2,48.0,22.5,29.9,82.7,6.91,1642.5,coconut
66.8,32.7,17.3,32.2,84.0,6.08,1769.1,coconut
90.5,38.6,25.3,31.9,83.5,6.26,1671.3,coconut
52.9,40.9,30.7,32.3,88.4,7.01,1734.3,coconut
63.3,29.0,32.1,29.6,81.7,6.51,1985.3,coconut
36.5,42.1,10.0,30.3,82.2,6.34,1662.6,coconut
70.0,16.3,23.9,28.0,82.2,6.69,1758.2,coconut
60.7,36.7,20.9,30.4,82.9,6.46,1807.3,coconut
54.8,64.7,36.0,31.1,83.0,7.09,1356.9,coconut
36.5,16.4,27.6,32.9,83.5,6.65,1820.7,coconut
44.5,26.8,30.4,30.2,80.1,6.99,1645.4,coconut
84.6,53.3,38.8,32.4,81.3,6.53,1905.5,coconut
61.8,48.7,27.5,31.5,86.3,7.0,1768.4,coconut
49.2,31.9,43.1,28.9,81.6,6.42,1562.6,coconut
71.0,39.6,25.0,33.4,78.5,6.98,1990.6,coconut
72.2,57.3,36.3,30.6,83.2,7.03,1931.5,coconut
50.7,43.0,25.5,29.5,83.7,6.81,1456.7,coconut
65.7,19.0,36.0,30.3,82.6,6.42,1487.2,coconut
55.6,41.5,30.7,30.3,81.7,6.04,1554.5,coconut
72.2,59.9,14.5,31.6,84.0,6.69,1645.9,coconut
64.3,54.4,30.1,30.5,86.5,6.81,1610.1,coconut
45.6,49.0,40.8,31.6,79.9,6.91,1666.4,coconut
33.9,39.2,28.2,28.0,83.0,6.26,1941.6,coconut
62.2,40.1,43.2,32.5,80.5,6.06,1761.9,coconut
70.7,21.6,36.6,30.3,82.3,5.65,1826.8,coconut
62.8,46.1,30.3,31.2,82.2,6.59,1568.7,coconut
61.1,48.8,42.5,33.3,84.4,6.89,1904.1,coconut
48.4,24.3,27.2,31.2,80.1,6.98,1942.6,coconut
84.7,59.8,32.3,31.3,84.9,6.4,1811.4,coconut
39.6,47.4,24.1,29.9,85.7,6.67,2206.6,coconut
48.6,59.7,23.5,32.2,79.5,6.19,1792.1,coconut
82.7,24.3,33.9,28.0,82.0,7.16,1713.0,coconut
64.4,48.0,44.1,32.1,82.8,6.99,1727.8,coconut
50.7,45.2,27.7,30.4,81.7,6.98,1896.0,coconut
43.9,32.7,13.6,31.8,82.0,6.58,1595.1,coconut
45.6,24.7,34.0,31.5,79.9,6.19,1895.6,coconut
75.6,26.1,24.4,30.1,81.1,6.48,1795.9,coconut
37.4,56.8,29.0,31.6,82.9,6.6,1691.6,coconut
78.4,37.3,47.9,33.1,85.0,6.96,1812.0,coconut
76.4,16.3,32.7,30.4,84.1,7.71,1816.5,coconut
92.9,49.1,34.9,29.2,76.6,6.54,2019.5,coconut
79.9,28.6,15.4,29.4,80.8,6.28,1994.0,coconut
60.5,25.1,11.3,29.7,81.6,7.24,1784.7,coconut
62.3,54.3,30.1,32.2,83.6,6.45,1805.0,coconut
60.4,50.3,35.1,29.5,81.8,6.94,1882.5,coconut
58.8,29.8,22.7,32.7,80.1,5.94,1926.4,coconut
44.7,69.8,10.0,31.6,82.4,6.38,1824.0,coconut
70.2,45.8,34.4,29.3,80.6,6.4,2226.8,coconut
46.8,41.2,35.6,33.0,82.8,6.58,1574.4,coconut
39.2,34.5,16.5,31.8,82.4,6.25,1946.1,coconut
58.1,58.9,34.2,30.1,81.3,7.22,1533.3,coconut
40.3,47.2,25.7,30.2,79.4,6.48,1727.4,coconut
45.7,44.1,40.9,30.6,84.2,6.29,1673.4,coconut
67.3,23.8,34.7,31.4,80.7,5.84,2150.9,coconut
63.8,37.9,37.4,32.1,82.0,6.81,1470.4,coconut
68.9,36.0,42.5,32.3,85.5,6.17,1374.0,coconut
45.1,23.4,23.7,32.0,82.9,6.41,1858.0,coconut
57.5,45.4,40.3,32.2,84.8,6.24,1566.3,coconut
44.4,45.3,30.3,30.5,82.9,6.51,1838.2,coconut
51.8,28.3,21.0,30.6,83.6,6.01,1771.0,coconut
62.8,45.1,26.4,29.9,83.1,6.22,1951.4,coconut
34.1,24.9,29.8,29.3,79.5,7.35,1550.4,coconut
66.1,48.6,29.6,28.6,82.7,6.67,1537.5,coconut
47.0,47.4,35.6,30.1,85.1,6.82,1833.9,coconut
50.3,22.5,35.1,29.4,83.6,7.01,1707.3,coconut
53.8,50.9,21.5,30.7,82.9,6.65,1793.9,coconut
53.0,67.6,32.4,31.4,82.1,6.88,1821.5,coconut
76.9,57.5,32.9,32.7,85.2,6.63,1912.8,coconut
64.1,30.6,33.4,30.1,82.5,6.63,2085.5,coconut
54.3,48.7,32.9,31.5,82.4,6.52,1748.2,coconut
56.4,32.0,35.9,32.2,84.6,6.91,1654.4,coconut
43.9,41.1,20.0,28.9,83.0,6.55,1673.9,coconut
71.6,38.2,22.6,31.3,82.2,6.31,1678.2,coconut
35.8,37.6,20.0,30.8,83.1,6.98,2068.1,coconut
48.7,34.4,33.6,30.3,84.9,6.85,1609.5,coconut
66.4,34.7,21.9,32.2,83.7,7.23,1940.8,coconut
61.6,61.9,30.3,29.6,83.8,7.16,1528.2,coconut
72.5,55.4,33.0,31.8,84.0,6.38,1459.9,coconut
60.2,42.0,12.2,31.6,83.7,7.26,1771.7,coconut
35.8,45.6,32.5,31.6,82.1,6.77,1606.8,coconut
49.3,23.6,24.6,31.9,84.6,6.71,1632.9,coconut
61.9,62.9,42.9,32.2,78.5,6.48,1831.7,coconut
54.0,33.0,31.8,30.8,79.9,5.68,1783.2,coconut
59.2,33.6,30.4,30.0,85.9,6.08,1917.3,coconut
62.5,25.0,32.0,30.4,82.3,6.71,2261.8,coconut
57.5,52.3,32.7,29.0,84.2,6.4,2080.6,coconut
62.1,18.3,42.7,28.8,84.5,5.78,1780.9,coconut
61.3,43.4,28.1,30.4,84.1,6.29,1648.1,coconut
61.3,22.9,35.7,29.3,82.3,5.94,1590.2,coconut
52.1,37.0,41.2,31.9,81.5,6.28,1544.2,coconut
54.7,30.2,31.4,30.2,83.0,7.09,1912.5,coconut
66.1,38.3,49.4,28.9,83.6,6.98,1778.9,coconut
41.5,42.9,16.7,31.0,82.4,6.13,1555.9,coconut
68.0,45.4,17.0,30.2,82.8,6.35,1535.8,coconut
86.4,37.6,13.5,32.2,80.2,6.73,1718.5,coconut
60.5,16.8,50.8,32.2,80.5,6.32,2038.8,coconut
52.3,28.7,18.2,30.9,83.2,6.51,1757.6,coconut
57.1,59.4,22.0,31.5,84.3,6.5,1998.0,coconut
66.0,16.0,15.8,28.8,84.1,5.73,1796.1,coconut
59.3,19.4,15.9,30.6,79.2,6.64,1538.3,coconut
58.8,45.1,34.1,31.6,77.5,6.16,1846.9,coconut
51.6,21.9,33.0,31.8,82.8,6.46,1617.9,coconut
75.8,36.0,24.4,28.8,83.8,6.54,1535.4,coconut
61.8,37.3,38.8,32.5,83.0,6.54,1676.6,coconut
75.2,21.9,23.4,31.1,83.0,6.06,1689.1,coconut
37.9,29.4,16.0,30.4,85.5,6.96,1795.7,coconut
58.3,42.7,20.6,29.3,85.0,6.51,1641.8,coconut
84.7,40.3,35.3,30.9,87.1,6.92,1795.2,coconut
78.7,35.3,37.8,31.3,77.9,6.21,1422.1,coconut
56.9,27.0,32.4,32.7,85.3,6.19,1514.7,coconut
71.3,49.8,25.5,30.8,84.4,7.15,1896.1,coconut
58.0,42.3,14.8,30.8,80.2,6.99,1807.6,coconut
54.9,41.5,29.0,30.5,83.3,6.89,1908.2,coconut
62.6,11.6,36.9,31.9,81.8,5.7,1797.8,coconut
65.6,25.2,34.8,32.1,83.1,6.7,1331.2,coconut
66.4,28.6,24.4,29.3,83.3,6.48,1876.5,coconut
51.7,40.7,28.7,32.6,80.4,6.38,1956.2,coconut
36.3,37.7,23.1,32.7,85.9,7.36,2031.2,coconut
98.9,18.2,26.5,29.8,83.3,6.04,2008.3,coconut
72.3,44.8,10.0,31.1,83.5,6.38,1542.6,coconut
50.0,38.9,10.0,28.9,83.3,6.24,1905.6,coconut
57.2,43.9,20.4,34.0,82.6,7.18,1570.3,coconut
48.9,29.7,33.8,30.3,84.9,6.37,1580.4,coconut
81.1,25.3,18.8,31.8,82.6,6.71,1383.7,coconut
64.2,39.2,28.4,31.9,85.1,6.99,1738.8,coconut
53.7,26.6,24.0,31.0,85.2,5.89,1761.1,coconut
49.2,49.4,24.7,30.6,84.9,6.45,1669.1,coconut
41.0,38.8,35.1,30.8,81.7,6.59,1547.1,coconut
77.1,39.7,26.7,28.3,87.3,6.53,1630.4,coconut
39.5,29.5,41.4,32.2,80.8,6.22,1969.5,coconut
54.1,43.6,28.6,31.0,80.6,6.25,1967.1,coconut
76.4,10.5,29.9,31.9,83.4,6.84,1826.0,coconut
81.4,15.3,34.6,32.1,82.3,5.83,2212.7,coconut
36.5,45.4,21.1,31.7,78.5,6.47,1773.1,coconut
48.9,50.4,38.3,28.2,80.1,6.65,1880.5,coconut
51.2,45.7,49.5,31.3,81.7,6.18,1730.3,coconut
27.8,31.3,37.0,31.8,82.3,6.78,1881.1,coconut
53.5,51.3,37.0,32.0,80.0,6.58,1650.4,coconut
90.5,35.2,31.7,33.1,82.0,6.72,1953.6,coconut
46.2,62.3,46.4,31.0,80.9,7.06,1753.0,coconut
76.2,31.8,44.7,31.3,81.0,6.62,1751.0,coconut
58.5,66.6,41.9,32.4,84.0,6.28,1730.5,coconut
48.4,47.8,40.4,31.7,82.4,6.59,1762.6,coconut
47.3,37.3,31.2,30.7,81.1,6.58,1835.7,coconut
64.8,66.5,26.3,31.8,83.4,6.27,1637.7,coconut
79.1,31.5,23.2,29.2,83.0,6.76,1914.4,coconut
64.8,48.8,15.5,31.7,82.9,6.57,1940.6,coconut
58.3,42.9,23.3,29.7,83.8,7.36,1733.7,coconut
28.3,72.3,38.0,31.9,82.5,6.27,1548.7,coconut
73.0,34.0,28.3,32.1,85.2,6.66,1916.6,coconut
72.4,43.6,40.3,29.0,81.5,6.55,1787.0,coconut
55.4,27.8,25.9,30.2,81.3,6.54,1820.0,coconut
81.3,50.0,47.1,31.8,81.3,7.04,1582.1,coconut
58.9,43.0,23.4,32.8,86.2,7.15,1733.8,coconut
44.6,36.2,35.6,30.9,81.4,6.88,1465.0,coconut
53.4,40.5,23.3,30.6,84.7,6.38,1961.1,coconut
48.4,27.0,17.6,33.2,84.2,6.08,1674.4,coconut
61.2,44.1,22.7,30.3,85.4,6.53,1817.4,coconut
60.4,32.6,40.4,31.0,83.2,7.33,2132.7,coconut
39.3,24.1,27.9,32.7,83.2,6.58,1659.0,coconut
46.9,28.5,21.2,32.5,80.8,6.21,1905.9,coconut
77.5,80.0,50.2,28.3,77.7,6.06,1302.2,coconut
91.0,28.1,30.0,31.3,81.7,6.65,1607.8,coconut
39.7,67.5,35.7,31.1,78.7,6.5,1733.8,coconut
75.4,45.1,43.4,32.5,81.7,7.31,1587.8,coconut
55.1,42.3,36.8,33.6,84.5,7.0,2028.2,coconut
70.1,25.9,31.3,31.4,82.2,5.64,1842.2,coconut
61.3,53.4,24.0,33.9,81.0,6.84,1815.4,coconut
83.8,31.3,16.4,29.9,79.3,6.45,1651.0,coconut
63.8,40.0,29.1,30.3,81.1,6.63,1790.4,coconut
59.1,40.9,40.1,33.4,81.0,6.86,1782.4,coconut
59.1,27.9,37.5,32.8,85.7,6.58,1541.1,coconut
76.2,41.0,16.1,29.1,85.6,6.49,1848.7,coconut
67.5,27.3,34.3,31.2,84.2,6.47,1716.0,coconut
62.1,37.6,20.3,31.0,82.6,6.5,1726.6,coconut
60.3,42.6,36.9,29.3,81.9,5.55,1659.4,coconut
66.4,25.2,39.6,30.8,79.3,6.91,1600.5,coconut
68.3,26.9,35.7,32.1,82.0,6.69,1626.9,coconut
73.8,21.9,26.3,31.1,83.9,6.62,1953.7,coconut
74.3,49.0,23.9,29.7,81.4,6.16,1648.2,coconut
51.5,51.7,25.0,27.9,82.4,7.07,1657.4,coconut
54.5,47.0,14.2,31.8,83.6,6.27,1898.1,coconut
49.7,42.2,32.7,32.1,80.0,6.41,1527.7,coconut
74.0,12.5,35.4,31.1,84.8,6.62,1569.8,coconut
72.9,32.8,11.3,30.2,85.8,6.19,1889.2,coconut
38.3,37.5,28.9,32.2,86.5,6.71,2083.6,coconut
61.1,50.8,32.5,32.5,78.6,6.82,1745.5,coconut
65.3,37.8,34.9,31.9,83.0,6.28,1752.7,coconut
60.1,47.2,10.0,29.4,83.0,6.88,2006.5,coconut
36.0,48.9,34.6,30.9,81.8,6.95,1604.6,coconut
59.2,57.3,10.0,32.7,83.6,6.69,1369.8,coconut
64.9,14.4,41.0,31.2,79.5,6.81,1937.4,coconut
75.2,50.7,10.4,29.8,83.6,6.7,2039.4,coconut
45.1,41.1,35.8,28.7,80.5,7.18,1723.7,coconut
70.5,47.5,20.2,34.3,81.3,6.78,1960.7,coconut
65.9,37.6,17.0,33.7,83.8,6.29,1525.6,coconut
87.0,47.5,10.0,27.7,81.5,6.65,1912.4,coconut
98.3,52.1,33.6,29.4,80.9,6.51,1412.4,coconut
66.8,40.1,33.0,31.6,79.2,6.11,1837.1,coconut
34.5,22.3,43.6,33.1,81.8,6.69,1623.1,coconut
55.4,33.1,33.7,30.6,83.0,6.02,1660.1,coconut
75.8,30.6,60.8,28.2,81.6,6.43,1603.1,coconut
55.3,53.8,20.2,32.0,83.6,6.85,1660.8,coconut
60.3,63.7,24.1,31.8,83.0,6.68,1730.8,coconut
58.9,33.3,25.1,29.9,84.9,6.61,1733.8,coconut
71.7,54.7,20.7,32.4,83.0,6.36,1738.6,coconut
54.8,28.2,46.9,29.8,84.4,6.26,1595.2,coconut
72.0,39.5,44.1,30.3,82.5,6.43,2054.9,coconut
63.8,31.2,15.6,30.7,81.6,7.03,1667.2,coconut
41.5,18.6,28.6,31.3,79.2,6.98,1578.0,coconut
93.0,37.7,17.3,30.6,82.9,6.5,1589.9,coconut
83.2,24.9,38.8,31.4,81.9,6.02,1820.2,coconut
43.9,57.7,33.3,32.6,84.1,6.94,1693.2,coconut
50.4,32.4,19.6,28.1,81.5,6.76,1786.3,coconut
61.4,52.7,19.6,31.3,82.5,6.5,1845.4,coconut
77.1,19.6,27.5,29.2,79.4,6.25,1529.9,coconut
52.6,35.3,35.5,31.9,84.1,6.4,1752.2,coconut
86.1,35.4,23.8,34.6,82.1,6.26,1748.6,coconut
22.3,51.8,27.1,30.7,81.4,6.59,2084.1,coconut
